synset	lemma	annotation	goodness label	confidence	language
09436708-n	langit	KEEP	Y	1	Finnish
08301871-n	imf	KEEP	None	None	None
03878066-n	istana	KEEP	O	1	Greek
01982395-v	makan	DELETE	O	None	None
02300624-a	terjamu	KEEP	None	None	None
08430568-n	bentuk	DELETE	O	1	Thai
01852666-a	langsung	KEEP	O	None	None
07707451-n	sayur	KEEP	Y	1	English
01826184-v	ingin	KEEP	O	None	None
01156834-v	membutuhkan	DELETE	O	None	None
02388403-v	membina	KEEP	O	None	None
02186665-a	4	KEEP	None	None	None
13947867-n	tempat	KEEP	O	1	English
00227507-a	baik	KEEP	None	None	None
00745499-v	pesan	KEEP	L	None	None
14410605-n	masalah	KEEP	O	1	Spanish
00668805-v	bersetuju	DELETE	Y	None	None
04463510-n	jalan	KEEP	O	1	Spanish
06403393-n	tangan	KEEP	O	1	English
00052374-v	mengenakan	KEEP	O	None	None
01173933-v	makan	DELETE	O	None	None
02302187-a	teratur	KEEP	O	None	None
01157517-v	melemahkan	DELETE	O	None	None
80001276-n	neraka	KEEP	None	None	None
13954253-n	eksistensi	KEEP	O	1	Finnish
02434976-v	mengikuti	KEEP	O	None	None
02213557-a	spontan	KEEP	O	None	None
00885695-a	bersemangat	KEEP	Y	None	None
02236624-v	mengarik	DELETE	O	None	None
01842690-v	berjalan-jalanlah	KEEP	None	None	None
02102398-v	mengendarai	KEEP	O	None	None
04424218-n	barang	KEEP	O	1	English
02427103-v	berdiri	KEEP	L	None	None
00596644-v	pengalaman	KEEP	O	None	None
03116530-n	loket	KEEP	None	1	Polish
02633356-v	terdiri	KEEP	Y	None	None
01002740-v	membuat penggambaran	DELETE	X	None	None
09316454-n	pulau	KEEP	Y	1	Spanish
03093427-n	konsulat	KEEP	O	1	Portuguese
00163441-v	direnovasi	KEEP	X	None	None
08972521-n	new zealand	KEEP	None	1	Arabic
05164845-n	hukuman	KEEP	O	1	English
00897746-v	tanyakan	KEEP	None	None	None
04928903-n	cara	KEEP	O	1	English
05715864-n	sensai	KEEP	None	1	English
03720163-n	peta	KEEP	Y	1	English
08946187-n	ghana	KEEP	None	1	Polish
00262249-n	hiasan	KEEP	O	1	Japanese
01580050-a	perlukan	KEEP	None	None	None
90000448-n	pappadam	KEEP	None	None	None
06892775-n	konser	KEEP	O	1	Spanish
07320302-n	kelahiran	KEEP	O	1	English
03224032-n	pintu	KEEP	O	1	English
00890590-v	pastikan	KEEP	X	None	None
13952171-n	yang benar	KEEP	X	1	English
01380122-v	menyebabkan merebak	DELETE	X	None	None
01028748-v	sebut	KEEP	X	None	None
00409440-a	hitam	KEEP	O	None	None
00406243-v	menyiapkan	KEEP	O	None	None
03786901-n	lumpang	KEEP	None	1	English
02951843-n	tenda	KEEP	O	1	English
01197014-v	menggulingkan	DELETE	O	None	None
07485916-n	selera makanan	KEEP	X	1	English
02327200-v	menyediakan	KEEP	Y	None	None
02774411-a	parlementer	KEEP	O	None	None
00608668-a	alternatif	KEEP	O	None	None
01176232-v	melayani	KEEP	O	None	None
00755745-v	sangka	DELETE	Y	None	None
80001077-n	berapa	KEEP	None	None	None
05699434-n	berkeberatan	KEEP	None	1	English
01636221-v	menggambarkan	KEEP	O	None	None
90000336-n	lomi	KEEP	None	None	None
06279326-n	e-mail	KEEP	X	1	English
07579787-n	sepiring	KEEP	None	1	Spanish
02238085-v	berlaku	DELETE	O	None	None
00270446-r	nama lain	DELETE	X	None	None
00462909-a	pantai	KEEP	O	None	None
02587532-v	memegang erat	DELETE	X	None	None
08644722-n	pedesaan	KEEP	O	1	Spanish
01063695-v	mengajak	KEEP	O	None	None
01003249-v	dipotret	KEEP	X	None	None
08507558-n	sumber	KEEP	Y	1	English
01384730-a	amat besar	KEEP	X	None	None
00343249-n	spin	KEEP	None	1	Portuguese
00327145-v	mengukus	KEEP	O	None	None
05618293-n	bidang	KEEP	O	1	Slovene
12432808-n	bawang	KEEP	O	1	Polish
02657219-v	bersamaan	KEEP	O	None	None
00928371-n	rancangan	KEEP	O	1	English
02610628-v	menutup	KEEP	O	None	None
02965696-a	tibet	KEEP	None	None	None
01737923-v	ulang	KEEP	None	None	None
07376257-n	dentam	KEEP	Y	1	English
07085375-n	penekan	KEEP	Y	1	English
02741546-v	meluwengkan	DELETE	O	None	None
08240169-n	sekelompok	KEEP	X	1	English
01884930-a	aman	KEEP	O	None	None
05129565-n	berjauhan	DELETE	O	1	Finnish
09033117-n	zurich	KEEP	None	1	Japanese
07693972-n	biskuit	KEEP	O	1	Japanese
06497233-n	menu	KEEP	O	None	None
02691156-n	pesawat	KEEP	Y	1	English
90000062-n	little india arcade	KEEP	None	None	None
01618693-v	diperkenalkan	KEEP	None	None	None
00166146-a	cantik	KEEP	O	None	None
13353280-n	kemewahan	KEEP	Y	1	Spanish
02006834-v	menakol	DELETE	O	None	None
02215977-a	multi	KEEP	None	None	None
03471974-n	orang lelaki	DELETE	X	1	English
01000214-v	tercatat	KEEP	L	None	None
07456188-n	kompetisi	KEEP	Y	1	Japanese
06505517-n	salinan	KEEP	O	1	Spanish
00147272-r	begitu	KEEP	O	None	None
07975026-n	acara	KEEP	None	1	Slovene
01380638-v	berkumpul	KEEP	O	None	None
02620587-v	mengarang-ngarang	DELETE	O	None	None
01779165-v	menakutkan	KEEP	Y	None	None
02687916-v	melingkupi	KEEP	O	None	None
07135734-n	perbincangan	KEEP	Y	1	English
08593924-n	garis lurus	DELETE	X	1	Spanish
03670849-n	tali	DELETE	O	1	Spanish
12522493-n	rosewood	KEEP	None	2	English, Greek
02018049-v	naik	KEEP	Y	None	None
05122557-n	kebanyakan	KEEP	O	1	English
02633881-v	ternyata	KEEP	O	None	None
00194924-a	mengerikan	KEEP	O	None	None
13769033-n	sepoci	KEEP	None	1	English
01083373-v	melalap	DELETE	O	None	None
08588152-n	interior	KEEP	None	1	English
11669335-n	bunga	KEEP	O	1	English
10058411-n	penikmat	KEEP	None	None	None
00120796-v	mengantongi	DELETE	O	None	None
15137890-n	libur	KEEP	Y	1	English
06802571-n	bunga-bunga	DELETE	X	1	English
02359464-a	yang mengejutkan	KEEP	X	None	None
02280969-a	semarak	KEEP	None	None	None
02771485-a	mulut	KEEP	O	None	None
14485064-n	kesempatan	KEEP	O	1	Spanish
05193338-n	warna	KEEP	X	1	English
01120448-n	pembayaran	KEEP	Y	1	Slovene
80000923-a	feeder	KEEP	None	None	None
15228378-n	10	KEEP	None	1	Finnish
07327805-n	unsur	KEEP	Y	2	English, Spanish
01982395-v	menyontok	DELETE	O	None	None
08622950-n	lokasi	KEEP	O	1	Portuguese
00108913-r	di sini	KEEP	None	None	None
08642037-n	tempat	DELETE	O	1	Thai
80000369-n	lotus paste	KEEP	None	None	None
00715239-v	merasa	KEEP	O	None	None
03479952-n	ruang masuk	KEEP	O	1	English
04202417-n	rumah	KEEP	Y	1	English
01465214-a	romantis	KEEP	Y	None	None
02798370-a	sosial	KEEP	O	None	None
02198752-a	ribuan	KEEP	L	None	None
01083157-a	penuh	KEEP	Y	None	None
80000857-n	kartu	KEEP	None	None	None
14520278-n	udara	KEEP	O	1	Spanish
00276225-r	di atas	KEEP	L	None	None
01944692-v	berperahu	KEEP	O	None	None
01601069-a	utara	KEEP	O	None	None
02267989-v	memasukkan	DELETE	O	None	None
00409440-a	gelap	KEEP	O	None	None
05076827-n	keseimbangan	KEEP	Y	1	Spanish
00158701-a	menyatu	KEEP	None	None	None
00618878-v	mengenali	KEEP	O	None	None
15228910-n	jam	KEEP	O	1	Finnish
01849221-v	mari	KEEP	O	None	None
90000172-n	au jardin	KEEP	None	None	None
03417749-n	taman	KEEP	O	1	Slovene
14437386-n	tersohor	KEEP	O	1	English
09441875-n	laut selatan	KEEP	X	None	None
03945615-n	pipa	KEEP	O	1	English
01114458-n	ritel	KEEP	X	1	English
02416278-v	berkolaborasi	KEEP	None	None	None
90000422-n	dragon boat	KEEP	None	None	None
07338552-n	hentaman	KEEP	None	1	Spanish
11311173-n	spielberg	KEEP	None	1	Polish
00799076-v	mereguk	DELETE	O	None	None
01807882-v	tertarik	KEEP	O	None	None
02620587-v	orang	DELETE	O	None	None
90000123-n	chingay parade	KEEP	None	None	None
02661252-v	bervariasi	KEEP	O	None	None
01464844-n	kuning telur	KEEP	O	1	Portuguese
09433839-n	garis pantai	KEEP	O	1	English
00724832-v	mengagumkan	KEEP	O	None	None
00965606-a	sudah tahu	DELETE	X	None	None
77000097-n	siapa saja	KEEP	None	None	None
90000129-n	festival pongal	KEEP	None	None	None
01654628-v	buat	KEEP	L	None	None
02269286-a	semua	KEEP	Y	None	None
01156834-v	menelan	DELETE	O	None	None
05408388-n	adrelin	KEEP	None	1	English
04412901-n	terminal	KEEP	O	1	English
01511292-a	mendalam	KEEP	L	None	None
08096624-n	hinduisme	KEEP	None	2	English, Portuguese
02169702-v	mendengar	KEEP	Y	None	None
01982395-v	melebas	DELETE	O	None	None
00198147-a	depan	KEEP	O	None	None
01201856-v	memolok	DELETE	O	None	None
00563330-n	permata tiruan	KEEP	X	1	English
01110251-a	desainer	KEEP	None	None	None
07933274-n	teh	KEEP	Y	1	Finnish
01643620-a	berumur	KEEP	O	None	None
03671473-n	tali	DELETE	O	1	Spanish
00935247-n	keramik	KEEP	O	1	Spanish
08651735-n	langit	KEEP	None	1	English
00941148-a	secara langsung	KEEP	None	None	None
00866702-v	disucikan	KEEP	None	None	None
02006834-v	sampai ke	DELETE	X	None	None
03169390-n	perhiasan	KEEP	Y	1	Portuguese
07573696-n	sajian	KEEP	Y	1	Finnish
90000301-n	hokkian	KEEP	None	None	None
90000299-n	Nyonya	KEEP	None	None	None
02701210-v	meluwengkan	DELETE	O	None	None
01905653-a	murni	KEEP	O	None	None
02560585-v	mengakok	DELETE	O	None	None
00031304-r	masih	KEEP	O	None	None
01188725-v	berangan-angan	DELETE	O	None	None
08832877-n	brisbane	KEEP	None	2	English, Portuguese
00035385-r	jarang	KEEP	O	None	None
00839619-a	efisien	KEEP	Y	None	None
01233020-a	datar	KEEP	O	None	None
01462005-v	menggaul	DELETE	O	None	None
00588888-v	mengerti	KEEP	Y	None	None
01261845-n	inspirasi	KEEP	O	1	English
15149763-n	tahun 1950-an	KEEP	None	1	English
00579622-a	besar	KEEP	Y	None	None
00510644-a	efektif	KEEP	O	None	None
13659760-n	10	KEEP	None	1	Polish
02210855-v	dapat	DELETE	Y	None	None
02848806-n	pisau	KEEP	L	1	English
00833546-v	info	KEEP	None	None	None
01148283-a	gembira	KEEP	Y	None	None
01864230-v	mulai	KEEP	O	None	None
00347610-v	menyerbu	KEEP	L	None	None
00971660-a	hip	KEEP	None	None	None
80000320-n	mooncake	KEEP	None	None	None
02280132-v	mempertahankan	KEEP	O	None	None
00751567-v	memaksakan	DELETE	O	None	None
02647497-v	berkeras	DELETE	O	None	None
77000023-n	kau	KEEP	None	None	None
07916041-n	martini	KEEP	O	1	English
15113229-n	zaman	KEEP	O	1	English
01621555-v	cipta	KEEP	Y	None	None
07416714-n	saat	KEEP	O	1	English
00228294-a	utama	KEEP	None	None	None
02268485-a	tidak	KEEP	O	None	None
01828736-v	gemar	KEEP	Y	None	None
05216365-n	tubuh	KEEP	Y	2	English, Greek
00953559-n	pertempuran	KEEP	Y	1	English
00320852-n	pengenalan	DELETE	O	1	Spanish
02676054-v	berhubungan	DELETE	L	None	None
02755017-v	tentang	DELETE	Y	None	None
06062407-n	radiologi	KEEP	None	1	English
02685951-v	memimpin	DELETE	O	None	None
01639230-a	purba	KEEP	O	None	None
02616386-v	merupakan	KEEP	Y	None	None
01999798-v	membawa pergi	DELETE	X	None	None
01652902-a	terbuka	KEEP	Y	None	None
05849284-n	ciri-ciri	KEEP	X	1	Spanish
02570267-v	memanjakan	KEEP	Y	None	None
00153263-v	menambahkan	KEEP	Y	None	None
10747119-n	vegetarian	KEEP	X	2	Slovene, English
00585406-n	fasilitas	KEEP	None	1	English
02660819-v	lengkapi	KEEP	None	None	None
00456199-n	permainan	KEEP	O	1	Finnish
15237044-n	festival	KEEP	None	1	English
01780202-v	takut	KEEP	Y	None	None
02327200-v	berikan	DELETE	Y	None	None
09014979-n	ukraina	KEEP	X	1	Polish
00421047-n	penindasan	KEEP	O	1	English
13285176-n	pangsa	KEEP	None	1	English
08242799-n	kelompok	KEEP	O	1	English
01912159-v	lintas	KEEP	Y	None	None
08236438-n	konsortium	KEEP	O	1	English
14473222-n	keberuntungan	KEEP	O	1	Arabic
01564144-v	melalap	DELETE	O	None	None
01203893-v	menggembung	DELETE	None	None	None
02186750-a	lima	KEEP	O	None	None
08593262-n	garis keturunan	DELETE	X	1	Spanish
80001061-n	bamboo clam	KEEP	None	None	None
00770437-v	mencambuk	DELETE	O	None	None
01712704-v	melaksanakan	KEEP	O	None	None
01820302-v	menikmati	KEEP	O	None	None
06155567-n	sejarah	KEEP	Y	1	Portuguese
01930482-v	membawa	DELETE	O	None	None
01843380-a	disediakan	KEEP	X	None	None
02623906-v	mencolot	DELETE	O	None	None
00035259-v	dimandikan	KEEP	None	None	None
80000834-n	capoeira	KEEP	None	None	None
08168978-n	negara	KEEP	Y	1	Arabic
05611302-n	otak	KEEP	O	1	Polish
05718935-n	musik	KEEP	O	1	English
02647918-v	membahana	KEEP	O	None	None
00048475-r	sekarang ini	KEEP	X	None	None
80001051-n	tangs	KEEP	None	None	None
90000319-n	barongsai	KEEP	None	None	None
02472987-n	sso yg dipandang tinggi	DELETE	X	2	English, Spanish
03882611-n	hiasan dinding	KEEP	X	1	Polish
01157517-v	menggunakan habis	DELETE	X	None	None
02727039-v	antara	KEEP	O	None	None
04928903-n	gaya	KEEP	Y	1	English
07109730-n	penuturan	KEEP	None	1	English
02728440-n	pakaian	KEEP	Y	1	Portuguese
00339934-v	diadakan	KEEP	X	None	None
00213794-v	boleh	DELETE	O	None	None
02333689-v	termuat	DELETE	O	None	None
01751201-a	ideal	KEEP	Y	None	None
01807529-v	tertarik	KEEP	O	None	None
15237044-n	semi	KEEP	None	1	English
01659117-a	terbuka	KEEP	O	None	None
02877704-a	muka	KEEP	O	None	None
00188057-r	sebaik	KEEP	None	None	None
00495377-r	manapun	KEEP	X	None	None
00943831-a	terperikan	KEEP	None	None	None
07433145-n	pusaran air	KEEP	L	1	English
00173338-v	mengubah	DELETE	O	None	None
02716165-v	temani	KEEP	X	None	None
01935233-v	menuju	KEEP	O	None	None
09917593-n	kanak	KEEP	X	1	English
02493030-v	kunjungilah	KEEP	None	None	None
00673456-a	buatan tangan	KEEP	X	None	None
03878066-n	summer palace	KEEP	None	1	Greek
02876657-n	sebotol	KEEP	None	1	English
03014705-n	kotak	KEEP	O	1	Polish
02529264-a	hangat	KEEP	Y	None	None
15069820-n	pengental	KEEP	None	None	None
02620587-v	berias	DELETE	O	None	None
00018043-r	bahkan	KEEP	None	None	None
02062212-v	terlontar	KEEP	None	None	None
00085002-r	tempat lain	DELETE	X	None	None
02355596-v	membuatkan	DELETE	O	None	None
13771290-n	beberapa	KEEP	O	1	Spanish
00611047-a	tradisional	KEEP	Y	None	None
00819235-a	akhir	KEEP	O	None	None
80001707-n	kecerdasan buatan	KEEP	None	None	None
15201994-n	akhir tahun	KEEP	X	1	Japanese
01740207-a	patriotik	KEEP	O	None	None
01511520-a	ekstrem	KEEP	O	None	None
01101391-a	secara umum	KEEP	None	None	None
15210765-n	pertengahan februari	KEEP	X	None	None
02717102-v	berhasil	DELETE	O	None	None
80000902-a	vintage	KEEP	None	None	None
00284798-n	berjalan-jalanlah	KEEP	None	1	Arabic
01478182-a	wanita	KEEP	O	None	None
02355596-v	membentuk watak	DELETE	X	None	None
90000176-n	dewa sri krishna	KEEP	None	None	None
05810561-n	kehidupan	KEEP	O	1	Finnish
06470073-n	dokumentasi	KEEP	Y	1	English
08724726-n	beijing	KEEP	None	1	English
02154508-v	melihat	KEEP	O	None	None
02235229-v	serahkan	KEEP	L	None	None
00833546-v	diperbarui	KEEP	None	None	None
01378556-v	tersebar	KEEP	O	None	None
07458453-n	pacuan	KEEP	Y	1	Spanish
05217168-n	jasmani	DELETE	O	1	English
03936764-n	pil	KEEP	O	1	English
02203362-v	punya	KEEP	None	None	None
10071332-n	ekspatriat	KEEP	Y	1	English
08399586-n	jenis	KEEP	O	1	English
01515415-v	luncurkan	KEEP	X	None	None
08653314-n	udara	KEEP	O	1	Finnish
08820121-n	kanada	KEEP	None	1	Polish
07377473-n	hiruk-pikuk	KEEP	None	1	English
00149583-v	jadi	KEEP	O	None	None
02627934-v	perlukan	KEEP	X	None	None
01501113-a	musik	KEEP	None	None	None
02993546-n	centre	KEEP	X	1	Slovene
02020590-v	menoyor	DELETE	O	None	None
04544626-n	wakeboard	KEEP	None	None	None
00505114-r	hanya	KEEP	L	None	None
03728437-n	korek	KEEP	None	2	English, Spanish
01326528-v	melenyapkan	DELETE	O	None	None
02078294-v	kembali	KEEP	Y	None	None
00770437-v	menimbulkan	DELETE	O	None	None
90000039-n	terasie	KEEP	None	None	None
08630039-n	kawasan	KEEP	O	1	English
01192628-v	sanggup	KEEP	O	None	None
02568672-v	mengawal	DELETE	O	None	None
00881649-n	pemandangan	KEEP	O	1	English
90000039-n	trassi	KEEP	None	None	None
01686956-v	mengambarkan	KEEP	None	None	None
02717102-v	membutuhkan	DELETE	O	None	None
02199590-v	memberi	KEEP	O	None	None
10577284-n	penjual	KEEP	Y	1	Finnish
01387319-a	besar	KEEP	Y	None	None
00015388-n	hewani	KEEP	None	1	Spanish
02198302-a	200	KEEP	None	None	None
00007846-n	orang perseorangan	DELETE	None	1	English
01326528-v	menjahanamkan	DELETE	O	None	None
00950431-v	dianggap	KEEP	X	None	None
00693780-v	mengingat	KEEP	O	None	None
02524171-v	memenangkan	KEEP	O	None	None
02511528-a	buas	KEEP	Y	None	None
02702508-v	insan	DELETE	O	None	None
00046344-n	stunt	KEEP	None	1	English
01151110-v	meluwengkan	DELETE	O	None	None
07485916-n	selera	KEEP	O	1	English
01212230-v	melalui	KEEP	None	None	None
02331262-a	sukses	KEEP	O	None	None
08226699-n	desa	KEEP	Y	2	English, Portuguese
09712696-n	melayu	KEEP	M	1	English
02876657-n	botolan	KEEP	X	1	English
01067003-a	terus	KEEP	O	None	None
07926250-n	limun	KEEP	M	1	English
02697120-v	mengancam	KEEP	O	None	None
00903894-a	penting	KEEP	Y	None	None
13136556-n	nuts	KEEP	None	1	English
01428578-v	membentuk	DELETE	O	None	None
15213406-n	november	KEEP	O	1	Slovene
01982186-a	simbolik	KEEP	None	None	None
04101232-n	gulungan	KEEP	Y	1	English
00586262-n	tempat ketiga	DELETE	X	1	English
01108627-v	menaklukkan	KEEP	O	None	None
02020590-v	melenda	DELETE	O	None	None
01593649-a	lumrah	DELETE	Y	None	None
00809465-n	hak milik	KEEP	Y	1	English
01565921-v	menelan habis	DELETE	X	None	None
10123711-n	kakek	KEEP	None	1	English
02493030-v	dikunjungi	KEEP	X	None	None
04484160-n	perhiasan	KEEP	O	1	English
07309781-n	gerak	KEEP	M	1	English
13809207-n	bagian	KEEP	Y	1	English
10175090-n	Yang Mulia	KEEP	None	2	Finnish, English
02493030-v	mengunjungi	KEEP	O	None	None
00305821-r	terlalu membebani	DELETE	X	None	None
01844585-a	olahan	KEEP	Y	None	None
07947255-n	masyarakat umum	KEEP	X	1	Finnish
06492939-n	menu makanan	KEEP	X	1	Portuguese
13755053-n	isi	KEEP	O	1	English
10151133-n	tamu	KEEP	O	1	Spanish
06514093-n	kisah	KEEP	O	1	English
10577284-n	penjaja	KEEP	Y	1	Finnish
02568672-v	melaksanakan	KEEP	O	None	None
13879320-n	segitiga	KEEP	O	1	English
02075857-v	mengambil	DELETE	O	None	None
01771535-v	mengalami	KEEP	O	None	None
02813315-a	teater	KEEP	O	None	None
90000156-n	Sang Nila Utama	KEEP	None	None	None
02907656-a	olahraga	KEEP	O	None	None
02006834-v	terkena	DELETE	O	None	None
02130160-v	lihatlah	KEEP	X	None	None
08593262-n	deretan	DELETE	O	1	Spanish
90000106-n	sri mariamman temple	KEEP	None	None	None
01712704-v	membuat	DELETE	O	None	None
15204983-n	berpuluh-puluh	KEEP	None	1	English
00019609-r	senantiasa	KEEP	O	None	None
01275562-a	penting	KEEP	O	None	None
80001230-x	yah	KEEP	None	None	None
09908025-n	laki	KEEP	None	1	Finnish
05984287-n	pendidikan	KEEP	Y	1	Spanish
80001931-x	gak	KEEP	None	None	None
10153414-n	abang	KEEP	None	1	Portuguese
01182709-v	makanan	DELETE	O	None	None
02210119-v	mendapat	KEEP	O	None	None
07804323-n	nasi	DELETE	O	1	Portuguese
05268112-n	daging	KEEP	Y	1	Slovene
00324560-v	panggang	KEEP	L	None	None
07009808-n	adegan	KEEP	O	1	English
01102876-a	meluas	KEEP	O	None	None
00953127-a	dalam bangunan	DELETE	X	None	None
13744521-n	lima	KEEP	O	1	English
80000490-n	kickboxing	KEEP	None	None	None
01442186-a	pendek	KEEP	Y	None	None
00559690-a	ramai	KEEP	O	None	None
04335209-n	jalanan	KEEP	None	1	English
01712704-v	menunjukkan permainan	DELETE	X	None	None
01824736-v	menyenangi	DELETE	O	None	None
02394183-v	jadi	DELETE	O	None	None
90000196-n	food republic	KEEP	None	None	None
00069472-r	di	DELETE	O	None	None
03092527-a	style:nordic	KEEP	None	None	None
00005526-v	gelagapan	KEEP	None	None	None
00071840-r	menjelang	DELETE	O	None	None
14040660-n	dahaga	KEEP	O	1	Spanish
02218547-a	tiga	KEEP	O	None	None
01824736-v	harap	DELETE	O	None	None
13724582-n	kg	KEEP	None	1	Polish
01123879-a	bagus	KEEP	O	None	None
02204692-v	dimiliki	KEEP	None	None	None
14473222-n	rezeki	KEEP	O	1	Arabic
02763472-n	jalan raya	KEEP	Y	1	English
05840188-n	sejenis	KEEP	None	1	Polish
02267989-v	meluwengkan	DELETE	O	None	None
00015388-n	binatang-binatangan	KEEP	None	1	Spanish
06939431-n	bahasa jawa	KEEP	None	1	Portuguese
00669762-v	membutuhkan	DELETE	O	None	None
08588152-n	batin	DELETE	O	1	English
02416278-v	bekerja sama	KEEP	O	None	None
00528667-n	balet	KEEP	Y	1	Slovene
08690792-n	pinggiran	KEEP	O	1	English
00431774-a	bening	KEEP	O	None	None
04264914-n	wahana	KEEP	Y	1	English
07006712-n	panggung sementara	KEEP	X	1	English
01665638-v	masak	KEEP	L	None	None
07626602-n	mentega dan telur	DELETE	X	None	None
13661273-n	$	KEEP	None	1	Spanish
02156225-v	dapat melihat	KEEP	X	None	None
76100074-x	pucuk	KEEP	None	None	None
00235435-n	pada awalnya	KEEP	X	1	English
05849789-n	ciri	KEEP	O	1	Spanish
14442933-n	jajahan	KEEP	O	1	English
09411430-n	river	KEEP	X	1	Portuguese
02648502-v	berlaku	KEEP	O	None	None
00976508-a	cepat	KEEP	O	None	None
00973192-a	bersuasana	KEEP	None	None	None
80002008-n	ayam bakar	KEEP	None	None	None
01628531-a	menghina	KEEP	O	None	None
09468604-n	lembah	KEEP	Y	1	English
00775486-a	ekletik	KEEP	None	None	None
07946135-n	yang kalah	KEEP	X	1	Finnish
04622932-n	privasi	KEEP	O	1	English
02714800-a	drama	KEEP	O	None	None
08641113-n	tempat	DELETE	O	1	English
80000329-n	Sang Nila Utama	KEEP	None	None	None
01179865-v	memakan	DELETE	O	None	None
03471974-n	lelaki	DELETE	O	1	English
05924920-n	baku	DELETE	O	1	English
01365544-a	memilukan	KEEP	None	None	None
04039381-n	raket	KEEP	O	1	English
00487198-a	umum	KEEP	O	None	None
00283568-n	jalan-jalan	KEEP	X	1	English
90000053-n	komala villas	KEEP	None	None	None
00257784-r	tiga kali	KEEP	X	None	None
01885845-v	merayap	KEEP	Y	None	None
08394922-n	ming	KEEP	None	1	English
02106006-v	merasa	KEEP	O	None	None
09984659-n	pelanggan	KEEP	Y	1	English
00402419-a	berwarna-warni	KEEP	Y	None	None
05400860-n	a	KEEP	O	1	English
13832355-n	arah timur	KEEP	X	1	Portuguese
02167052-v	melihat	KEEP	O	None	None
02693319-v	menghadap	KEEP	O	None	None
08565894-n	ujung	KEEP	Y	1	English
01835496-v	beranjak	KEEP	Y	None	None
02930766-n	cab	KEEP	None	1	Polish
07086518-n	irama	KEEP	Y	1	Finnish
90000033-n	food centre	KEEP	None	None	None
01999218-v	menghantar	DELETE	O	None	None
00436879-v	berbeda-beda	KEEP	O	None	None
02713594-n	sayap	KEEP	X	1	Portuguese
01218327-n	memesan	KEEP	O	1	English
02941790-a	afrika	KEEP	None	None	None
01413247-a	kemungkinan besar	KEEP	X	None	None
00813790-v	mengemudikan	DELETE	O	None	None
