synset	lemma	annotation	goodness label	confidence	language
00836236-v	menyimbolkan	KEEP	O	None	None
13846199-n	yg pertama	DELETE	X	1	English
01158181-v	membazir	DELETE	None	None	None
08845555-n	austria	KEEP	None	1	Polish
03931044-n	imaji	KEEP	None	1	Portuguese
01943406-a	pantas	KEEP	O	None	None
05870055-n	suatu	KEEP	L	1	English
00008600-r	hanya	KEEP	O	None	None
04683814-n	keindahan	KEEP	O	1	Arabic
13303315-n	harga	KEEP	O	1	Spanish
01646682-v	menginspirasi	KEEP	None	None	None
80001425-n	xiao	KEEP	None	None	None
00394813-v	mencampurkan	DELETE	Y	None	None
00889555-v	menjamin	KEEP	O	None	None
02209745-v	membutuhkan	DELETE	O	None	None
01284212-a	dramatis	KEEP	None	None	None
02531088-v	bersusah payah utk	DELETE	X	None	None
02737876-v	kepunyaan	DELETE	O	None	None
14062725-n	ketagihan	KEEP	Y	1	English
80001161-n	antara	KEEP	None	None	None
01447937-a	ketat	KEEP	O	None	None
08303275-n	federasi	KEEP	X	1	Portuguese
13983304-n	pencahayaan	KEEP	O	2	Portuguese, Spanish
05816622-n	data	KEEP	Y	1	Spanish
01106405-a	setempat	KEEP	O	None	None
02565425-a	disediakan	KEEP	X	None	None
00586262-n	benteng	DELETE	O	1	English
01167981-v	bersantap	DELETE	Y	None	None
05159225-n	keistimewaan	KEEP	Y	1	English
00724150-v	menyisakan	KEEP	O	None	None
80001374-n	jeruk purut	KEEP	None	None	None
00014742-v	tidur	KEEP	O	None	None
03745146-n	kebun binatang	KEEP	O	1	English
09359803-n	gunungan	KEEP	None	1	Portuguese
00922228-a	memabukkan	KEEP	O	None	None
90000180-n	imperial treasure cantonese cuisine	KEEP	None	None	None
00018043-r	sekalipun	KEEP	None	None	None
07701372-n	tagliatelle	KEEP	X	None	None
00560100-a	penuh	KEEP	L	None	None
06277280-n	tv	KEEP	None	1	English
01638368-v	merancang	KEEP	O	None	None
13371958-n	berlian	KEEP	Y	1	Portuguese
02150948-v	saksikanlah	KEEP	None	None	None
02193647-a	75%	KEEP	None	None	None
90000041-n	hakka yong tau foo	KEEP	None	None	None
00039021-n	interaksi	KEEP	Y	1	English
02616386-v	sebagai	KEEP	None	None	None
07569106-n	tepung	KEEP	Y	1	English
00013887-a	lebat	KEEP	O	None	None
04533946-n	dvd	KEEP	X	1	Portuguese
01905653-a	sejati	KEEP	Y	None	None
01798936-v	kecewa	KEEP	O	None	None
00825192-n	bela diri	KEEP	None	1	Slovene
02163602-a	hebat	KEEP	O	None	None
90000326-n	ayam goreng	KEEP	None	None	None
03984234-n	porselin	KEEP	None	1	Spanish
05814650-n	hal	KEEP	Y	1	English
00662182-v	tandai	KEEP	None	None	None
01565921-v	habis dimakan	DELETE	X	None	None
80000622-a	entah	KEEP	None	None	None
05149832-n	bantuan	KEEP	O	1	English
02150948-v	simaklah	KEEP	None	None	None
02495922-a	bermanfaat	KEEP	Y	None	None
03804744-n	paku	KEEP	Y	1	Portuguese
08431437-n	barisan	KEEP	Y	1	English
00106921-r	biasa	KEEP	None	None	None
00751567-v	memerlukan	DELETE	Y	None	None
01627355-v	melahirkan	KEEP	O	None	None
02210855-v	dipuaskan	KEEP	None	None	None
02647497-v	biasa	DELETE	O	None	None
07806221-n	salad	KEEP	None	1	English
01995549-v	melanjutkan	KEEP	O	None	None
02649042-v	memenuhi	KEEP	Y	None	None
02570267-v	manjakan	KEEP	X	None	None
14474052-n	kemewahan	KEEP	O	1	English
00193194-r	dari	DELETE	O	None	None
00690614-v	anggap	KEEP	O	None	None
02375131-v	terlibat	KEEP	O	None	None
01326528-v	memusnahkan	DELETE	O	None	None
02287041-v	temukan	KEEP	None	None	None
04931733-n	cara	KEEP	O	1	English
06256229-n	daun	DELETE	O	1	English
02230615-v	turunkan	KEEP	None	None	None
77000121-n	sini	DELETE	None	None	None
00784342-v	meminta	KEEP	O	None	None
00036935-r	pasti	KEEP	O	None	None
02705428-v	tidak berakhir	KEEP	X	None	None
00758333-v	menghendaki	DELETE	O	None	None
03309808-n	kain	KEEP	O	1	Slovene
00760916-a	terus	KEEP	Y	None	None
02825355-a	suara	KEEP	O	None	None
02874086-n	gerai	KEEP	O	1	English
03046257-n	jam	KEEP	Y	1	Finnish
02395115-a	gurih	KEEP	O	None	None
08049401-n	asosiasi	KEEP	Y	1	English
08761868-n	kopenhagen	KEEP	X	2	Slovene, English
00297062-n	kelana	KEEP	None	1	English
00799076-v	mencabut	DELETE	O	None	None
00802318-v	izinkan	KEEP	X	None	None
08567235-n	lingkungan	KEEP	O	1	English
02679415-n	bahan tambahan	KEEP	X	1	English
01285440-v	dikalungi	KEEP	None	None	None
01052428-a	aromatik	KEEP	None	None	None
00799076-v	menarik balik	DELETE	None	None	None
06619428-n	acara	KEEP	Y	1	Polish
07856270-n	pasta	KEEP	None	1	Polish
01932973-a	sebenar	KEEP	X	None	None
07020239-n	variety	KEEP	None	1	English
00488187-a	luar biasa	KEEP	O	None	None
02717102-v	memiliki	DELETE	O	None	None
00724832-v	mengherankan	KEEP	O	None	None
77000095-n	siapa	KEEP	None	None	None
07871436-n	bakso	KEEP	O	1	English
05026843-n	berat	KEEP	O	1	English
01204294-n	garisan	DELETE	None	1	English
05813822-n	cinderamata	KEEP	None	1	English
13744916-n	tujuh	KEEP	O	1	English
03025755-n	sumpit	KEEP	None	1	English
00734054-v	menyangkakan	DELETE	O	None	None
01111570-v	kembali ke	KEEP	X	None	None
08588294-n	di dalam	KEEP	X	1	Portuguese
01183573-v	memuaskan	KEEP	O	None	None
01733189-a	seru	KEEP	None	None	None
10480018-n	produser	KEEP	Y	1	English
08368907-n	generasi	KEEP	O	1	English
08430568-n	garis lurus	DELETE	X	1	Thai
01103021-a	spesifik	KEEP	L	None	None
02108654-v	mendapati	DELETE	O	None	None
00649481-v	dijelajahi	KEEP	None	None	None
08593262-n	rangka	KEEP	O	1	Spanish
80001043-n	baju kurung	KEEP	None	None	None
01580050-a	wajib	KEEP	Y	None	None
00056539-r	sesungguhnya	KEEP	None	None	None
00734318-a	hancur	KEEP	O	None	None
01798162-a	kebetulan	KEEP	O	None	None
01999798-v	makan	DELETE	O	None	None
01733477-v	diadakan	KEEP	X	None	None
00137915-r	dengan masing-masing	KEEP	X	None	None
00879759-n	observasi	KEEP	None	1	English
00110533-r	di dalam	KEEP	X	None	None
14050871-n	muka merah	DELETE	X	1	English
00394813-v	membancuh	DELETE	Y	None	None
01754421-a	tetap	KEEP	Y	None	None
00488857-a	tidak biasa	KEEP	X	None	None
07920222-n	latte	KEEP	X	1	Portuguese
01547390-v	berbaring	KEEP	O	None	None
10332385-n	ibu	KEEP	Y	1	Polish
08630039-n	daerah	KEEP	O	1	English
01073241-n	favorit	KEEP	None	1	English
14006945-n	laga	KEEP	None	1	English
13742573-n	1	KEEP	None	1	English
01110274-n	perdagangan	KEEP	Y	1	English
03965456-n	mal	KEEP	Y	1	English
00524682-v	mempermahirkan	DELETE	X	None	None
01653873-v	buat	KEEP	L	None	None
11431754-n	angin	KEEP	O	1	English
76100080-x	kuntum	KEEP	None	None	None
00745499-v	memesan	KEEP	O	None	None
01498769-a	terkira	KEEP	None	None	None
09702836-n	Bangsa Saxon	KEEP	None	1	Portuguese
01151110-v	menenang	DELETE	O	None	None
01827858-v	mengagumi	KEEP	Y	None	None
10533013-n	pesaing	KEEP	O	1	English
02108654-v	mengantongi	DELETE	O	None	None
01967373-v	menenggelamkan	KEEP	O	None	None
08593924-n	jalur	DELETE	O	1	Spanish
02635956-v	membimbing	DELETE	O	None	None
01672607-a	biasa	KEEP	Y	None	None
14446493-n	kenyamanan	KEEP	O	1	Portuguese
08394922-n	tentara	KEEP	O	1	English
15122231-n	selama	KEEP	O	1	Portuguese
07673397-n	oil	KEEP	None	1	Slovene
00362103-n	potongan harga	KEEP	X	1	English
00770437-v	mendapati	DELETE	O	None	None
10210648-n	desainer	KEEP	Y	1	English
01384212-a	luas	KEEP	O	None	None
00948670-a	internal	KEEP	None	None	None
03141609-a	ras	KEEP	O	None	None
00499263-n	tenis meja	KEEP	O	1	Japanese
00061203-r	sesudah	KEEP	O	None	None
80001931-x	tidak	KEEP	None	None	None
06929742-n	china	KEEP	None	1	Polish
02647497-v	memasang	DELETE	O	None	None
00168588-v	menghidupkan	KEEP	O	None	None
01013367-v	mengutamakan	KEEP	O	None	None
00818175-a	kuno	KEEP	Y	None	None
01850315-v	bergerak	KEEP	O	None	None
03109881-n	sudut	KEEP	O	1	Finnish
00347610-v	mengkritik	DELETE	O	None	None
01824736-v	bagaikan	DELETE	O	None	None
00724150-v	mengkhususkan	KEEP	O	None	None
02423183-v	izinkan	KEEP	X	None	None
11508382-n	seputih	KEEP	None	1	English
90000299-n	nyonya	KEEP	None	None	None
14514805-n	kekaisaran	KEEP	O	1	English
06389553-n	jarak antara	DELETE	X	1	English
02136892-v	mencerminkan	KEEP	O	None	None
01072949-v	main	KEEP	O	None	None
02598765-v	bergabung	KEEP	O	None	None
80000843-n	tikka	KEEP	None	None	None
13987423-n	kebahagiaan	KEEP	O	1	Slovene
02604760-v	mempunyai ukuran	DELETE	X	None	None
07709333-n	sayuran hijau	KEEP	X	1	English
07857356-n	wasabi	KEEP	None	4	Polish, Japanese, English, Portuguese
09466280-n	dunia	KEEP	Y	1	English
02186470-a	dua	KEEP	O	None	None
01580306-a	penting	KEEP	O	None	None
01537134-n	burung	KEEP	O	1	English
00610167-v	lupakan	KEEP	X	None	None
08227916-n	keluarga	KEEP	O	1	English
08523483-n	jantung	KEEP	Y	1	Finnish
08997487-n	singapura	KEEP	X	1	English
15271417-n	selang	KEEP	O	1	Finnish
00116280-r	simbolis	KEEP	None	None	None
01853228-a	khusus	KEEP	O	None	None
09805475-n	yuen-chen yu	KEEP	None	1	English
01495725-a	maksimal	KEEP	Y	None	None
02199590-v	berikan	KEEP	L	None	None
06487395-n	sekalender	KEEP	X	1	English
13165409-n	putik	KEEP	O	1	Finnish
05405751-n	keringat	KEEP	Y	1	Polish
07800091-n	makanan	KEEP	L	1	Polish
01409581-a	sebagai	DELETE	O	None	None
03613294-n	kunci	KEEP	Y	2	Finnish, Portuguese
05581693-n	kuku	KEEP	Y	1	Polish
08559508-n	sebelah	DELETE	O	1	Portuguese
02614181-v	menjadi	DELETE	O	None	None
01875295-v	menggoyang	KEEP	Y	None	None
00180756-r	dalam jarak	DELETE	X	None	None
02620587-v	terdiri dari	KEEP	X	None	None
03561345-n	gambar	KEEP	O	1	Portuguese
01543123-v	duduk	KEEP	Y	None	None
15249799-n	ulang tahun	KEEP	Y	1	English
01471723-a	kurang	KEEP	O	None	None
76100092-x	laras	KEEP	None	None	None
02129289-v	melihat	KEEP	Y	None	None
02240481-v	berusaha	KEEP	None	None	None
01999798-v	membawa	KEEP	O	None	None
08938351-n	tours	KEEP	None	1	English
15213774-n	desember	KEEP	O	1	Polish
02208537-v	meluwengkan	DELETE	O	None	None
07384473-n	geraman	KEEP	None	1	English
00196692-r	banyak	KEEP	O	None	None
11669921-n	bunga	KEEP	Y	1	Slovene
02613487-v	dipersembahkan	KEEP	None	None	None
00174412-n	langkah	KEEP	Y	1	English
01010862-a	semula	KEEP	None	None	None
00666610-a	sekarang	KEEP	O	None	None
07775375-n	ikan	KEEP	Y	1	English
01456710-a	tepu	DELETE	O	None	None
02526085-v	perolehi	DELETE	X	None	None
01027174-v	melampir	DELETE	X	None	None
00276225-r	di puncak	KEEP	X	None	None
90000164-n	Suntec City Mal	KEEP	None	None	None
01976488-v	jatuh	KEEP	Y	None	None
00183053-a	ada	KEEP	O	None	None
00015854-a	banyak	KEEP	O	None	None
02614181-v	berdiam	DELETE	O	None	None
05602835-n	pipi	KEEP	Y	1	English
08249960-n	kelompok	KEEP	O	1	English
00734054-v	menganggap	DELETE	O	None	None
04081281-n	pusat jajanan	KEEP	None	1	English
00325208-v	tumis	KEEP	None	None	None
01083769-v	menenggak	DELETE	O	None	None
02629535-v	mempunyai	KEEP	Y	None	None
05924920-n	standar	KEEP	None	1	English
00406963-v	memberi	KEEP	O	None	None
02599636-v	membawa	DELETE	O	None	None
01820302-v	nikmati	KEEP	X	None	None
00118567-a	hidup	KEEP	O	None	None
02685665-v	sampai ke	KEEP	X	None	None
00264366-n	diri	KEEP	None	1	English
00527188-a	semesta	KEEP	Y	None	None
02068476-a	sama	KEEP	O	None	None
90000166-n	teater ekamatra	KEEP	None	None	None
01208797-n	berkat	KEEP	None	1	Finnish
07713895-n	kubis	KEEP	O	1	English
12143676-n	jagung	KEEP	Y	1	English
00190653-a	cerdas	KEEP	O	None	None
14482620-n	potensi	KEEP	Y	1	English
01966861-v	berkeliling	KEEP	None	None	None
00624476-v	meluwengkan	DELETE	O	None	None
10023039-n	orang	DELETE	O	1	English
03582658-n	inovasi	KEEP	Y	2	English, Spanish
04992570-n	bumbu	KEEP	L	1	English
00002621-r	baru saja	KEEP	X	None	None
06770875-n	syarat	KEEP	Y	1	English
01551633-a	salah	KEEP	None	None	None
01316209-v	mencari	KEEP	O	None	None
01156834-v	membawa	DELETE	O	None	None
15149180-n	1930-an	KEEP	None	1	English
02133435-v	tampaknya	KEEP	O	None	None
00005526-v	megap-megap	KEEP	None	None	None
06685754-n	jaminan	KEEP	O	1	English
01072949-v	mainkanlah	KEEP	X	None	None
08809165-n	milan	KEEP	None	1	Slovene
06125041-n	teknologi	KEEP	Y	1	Greek
02394183-v	memasukkan	DELETE	O	None	None
01645601-v	berbuat	DELETE	O	None	None
06050901-n	kandungan	KEEP	None	1	Finnish
02599636-v	mengambil	KEEP	O	None	None
00221985-r	lewat	KEEP	O	None	None
00596644-v	mengalami	KEEP	O	None	None
00226071-v	encer	KEEP	Y	None	None
02560585-v	kerjakan	KEEP	None	None	None
13744521-n	panca	KEEP	None	1	English
05718935-n	music	KEEP	None	1	English
02043190-v	membagikan	KEEP	None	None	None
08430568-n	baris	DELETE	O	1	Thai
01791911-a	jelas	DELETE	O	None	None
01718867-a	miring	KEEP	O	None	None
03610270-n	suvenir	KEEP	Y	1	Portuguese
08065234-n	perusahaan	KEEP	O	1	Slovene
00019131-a	capai	KEEP	None	None	None
00166146-a	indah	KEEP	O	None	None
15183802-n	hari besar	KEEP	None	None	None
11464143-n	gravitasi	KEEP	None	1	Finnish
00118965-r	sekali	KEEP	O	None	None
02755017-v	penolakan	DELETE	Y	None	None
02604760-v	orang	DELETE	O	None	None
00283090-v	mewarnai	KEEP	O	None	None
13926786-n	tempat	DELETE	O	1	English
02450256-v	mengambil bagian	KEEP	O	None	None
02116118-v	merangsang	KEEP	O	None	None
01604000-a	barat daya	KEEP	O	None	None
04624826-n	hati	KEEP	O	1	English
03895866-n	kereta	KEEP	O	2	English, Portuguese
13841651-n	kaitan	KEEP	Y	3	Japanese, Portuguese, Spanish
02126430-a	bertempat	KEEP	O	None	None
08587174-n	cagar	KEEP	None	2	English, Spanish
07009042-n	sedikit	KEEP	None	1	English
00925110-v	diragukan	KEEP	None	None	None
00488857-a	luar biasa	KEEP	O	None	None
04879964-n	pengkhianatan	KEEP	O	1	Portuguese
07164163-n	sentuhan	KEEP	L	1	English
05870615-n	hibrid	KEEP	None	1	English
01769693-v	mempengaruhi	KEEP	None	None	None
02208537-v	makan	DELETE	O	None	None
00755745-v	perlukan	KEEP	X	None	None
02579136-a	rohani	KEEP	L	None	None
01443097-a	sesaat	KEEP	O	None	None
00976531-n	penyerbuan	KEEP	O	1	Finnish
00632438-a	salah	KEEP	O	None	None
02110552-v	merasa	KEEP	O	None	None
04131015-n	salon	KEEP	O	1	English
03671668-n	deretan	DELETE	O	1	English
15169421-n	twilight	KEEP	None	1	English
00690058-a	sedalam	KEEP	None	None	None
01733477-v	diselenggarakan	KEEP	None	None	None
77000019-n	kalian	KEEP	None	None	None
07859284-n	gula olahan	DELETE	X	1	English
03255648-n	orang-orang	DELETE	None	1	English
80000861-n	paintballing	KEEP	None	None	None
80000119-n	kaya	KEEP	None	None	None
06426111-n	nomor	KEEP	O	1	English
07844867-n	susu kedelai	KEEP	X	1	Japanese
00051848-r	terus	KEEP	O	None	None
04763925-n	keunikan	KEEP	O	1	English
00448314-a	hampir	KEEP	O	None	None
01744515-a	jeli	KEEP	None	None	None
04341686-n	struktur	KEEP	Y	1	Portuguese
08651735-n	cakrawala	KEEP	O	1	English
04271531-n	toko khusus	KEEP	X	None	None
15136453-n	hari	KEEP	O	1	Finnish
03027793-a	victoria	KEEP	None	None	None
02448185-v	kelola	KEEP	O	None	None
90000032-n	kari kepala ikan	KEEP	None	None	None
03405725-n	perabotan	KEEP	None	1	Spanish
09612848-n	pelanggan	KEEP	Y	1	English
01050890-a	kasihan	KEEP	O	None	None
00048739-r	segera	KEEP	O	None	None
02395000-v	dilindungi	KEEP	X	None	None
00110815-r	ke dalam	KEEP	None	None	None
07289358-n	hidangan istimewa	KEEP	X	1	English
02218314-a	bermacam-macam	KEEP	O	None	None
02472987-n	orang dari golongan atasan	DELETE	X	2	English, Spanish
03786901-n	alu	KEEP	None	1	English
02717102-v	membawa	KEEP	O	None	None
02587532-v	betah	DELETE	O	None	None
01265308-a	menggelikan	KEEP	O	None	None
07020538-n	tarian	KEEP	O	1	English
14841267-n	udara	KEEP	Y	1	Finnish
01214265-v	memasukkan	DELETE	O	None	None
80000696-a	deep-fried	KEEP	None	None	None
08677801-n	puncak	KEEP	Y	1	Finnish
02046755-v	berputar	KEEP	Y	None	None
02636810-v	masuki	KEEP	None	None	None
00988028-v	merupakan	KEEP	O	None	None
01884176-a	berpotensi	KEEP	O	None	None
00329831-a	sentral	KEEP	Y	None	None
00182406-v	menambah	KEEP	O	None	None
01928838-v	melangkahkan	KEEP	Y	None	None
05790758-n	favorit	KEEP	None	1	English
02460502-a	benarkah	KEEP	None	None	None
06891493-n	pertunjukan	KEEP	O	1	English
15137556-n	hari libur	KEEP	O	1	Portuguese
02355596-v	membawa	DELETE	O	None	None
09769076-n	pecandu	KEEP	O	1	English
00031798-r	telah	KEEP	O	None	None
02210855-v	mendapat	DELETE	Y	None	None
08524262-n	tengah	KEEP	O	1	English
09446115-n	selat	KEEP	O	1	Spanish
03095372-a	luar	KEEP	O	None	None
02635956-v	mempengaruhi	DELETE	None	None	None
01531375-a	sederhana	KEEP	O	None	None
01835496-v	pergilah	KEEP	X	None	None
02717102-v	membebani	DELETE	O	None	None
02238085-v	dapatkan	DELETE	X	None	None
13961642-n	kehidupan	KEEP	O	1	English
13954253-n	kehidupan	KEEP	O	1	Finnish
01904930-v	berjalan	KEEP	Y	None	None
01069638-v	memberi	KEEP	O	None	None
00041899-n	menduduki	KEEP	Y	1	English
13572324-n	keberagaman	KEEP	X	1	English
07576182-n	prasmanan	KEEP	O	1	English
08060446-n	pembuat	KEEP	O	1	English
02112701-a	bersama	KEEP	O	None	None
01375831-a	kenal	KEEP	None	None	None
00579881-a	berani	KEEP	L	None	None
02204472-a	ke-19	KEEP	None	None	None
00166146-a	menarik	KEEP	Y	None	None
07831267-n	saus tomat	KEEP	X	None	None
01083157-a	padat	KEEP	Y	None	None
07812184-n	bumbu	KEEP	L	1	English
08622950-n	suasana	DELETE	O	1	Portuguese
00875141-v	rekomendasikan	KEEP	None	None	None
00367685-v	bersatu	KEEP	O	None	None
02696920-a	masyarakat	KEEP	O	None	None
01564144-v	merosakkan	DELETE	None	None	None
05629682-n	neraka	KEEP	O	2	Thai, Finnish
09350045-n	mediterania	KEEP	None	1	English
08997487-n	singa	KEEP	None	1	English
00605023-n	tahta	KEEP	O	1	English
05625465-n	imajinasi	KEEP	None	1	Polish
01528730-a	emas	KEEP	O	None	None
09122968-n	village	KEEP	None	1	English
09221571-n	sarang burung	KEEP	O	None	None
02635659-v	diakibatkan	KEEP	None	None	None
05761559-n	kenangan	KEEP	O	1	English
03178782-n	desain	KEEP	O	1	Portuguese
13849810-n	ribuan	KEEP	O	1	Portuguese
02189398-v	mendapat	DELETE	O	None	None
10757193-n	pengunjung	KEEP	Y	1	Finnish
80001131-n	mereka	KEEP	None	None	None
02070887-a	sebelah	KEEP	O	None	None
90000156-n	sang nila utama	KEEP	None	None	None
01543123-v	duduklah	KEEP	None	None	None
01019283-a	cacat	KEEP	O	None	None
00509432-r	lurus	KEEP	O	None	None
02394183-v	menyumbat	DELETE	O	None	None
01488616-a	besar	KEEP	O	None	None
02703952-v	mendekati	KEEP	O	None	None
01930482-v	mengarik	DELETE	O	None	None
00120223-r	sambil	KEEP	O	None	None
10344443-n	nama	KEEP	Y	1	English
09587565-n	karakter	KEEP	None	1	English
00097840-r	balik	KEEP	O	None	None
02684924-v	berlanjut	KEEP	O	None	None
14924602-n	jed	DELETE	None	1	Thai
07571547-n	dimsum	KEEP	None	1	Japanese
03354903-n	bendera	KEEP	Y	1	English
02716165-v	disertai	KEEP	X	None	None
00992432-a	berminyak	KEEP	O	None	None
07966570-n	minoritas	KEEP	O	1	Finnish
13306870-n	harga	KEEP	O	1	English
90000144-n	lord vinayagar	KEEP	None	None	None
07579076-n	mencicipinya	KEEP	None	1	English
01066542-a	sering	KEEP	Y	None	None
01927654-a	bangsa	KEEP	Y	None	None
00883297-n	pendidikan	KEEP	Y	1	Portuguese
00067265-r	lanjut	KEEP	None	None	None
02050132-v	lewati	KEEP	X	None	None
01099951-a	spesifik	KEEP	L	None	None
01634495-a	kaki	KEEP	O	None	None
01645601-v	menimbulkan sst	DELETE	X	None	None
00447472-a	sebelah	KEEP	O	None	None
01085661-a	berisi	KEEP	O	None	None
00464894-n	golf	KEEP	Y	2	English, Spanish
03485655-n	kerajinan	KEEP	L	1	Portuguese
08430203-n	barisan	KEEP	Y	1	Thai
15264607-n	mulai	KEEP	O	None	None
15149763-n	1950-an	KEEP	None	1	English
09762509-n	bintang	KEEP	O	1	Arabic
00246754-n	panggang	KEEP	O	1	English
03051540-n	pakaian	KEEP	O	1	English
08238463-n	kelas	KEEP	O	1	Portuguese
04599235-n	wol	KEEP	None	1	English
00296585-n	prosesi	KEEP	None	2	English, Spanish
03903424-n	pedal	KEEP	O	1	Portuguese
00850183-a	fine	KEEP	None	None	None
00043003-r	oleh kerana itu	DELETE	X	None	None
00679389-v	pilih	KEEP	O	None	None
02679899-v	pertahankan	KEEP	L	None	None
09956578-n	penjajah	KEEP	O	1	Japanese
00239908-r	masing	KEEP	None	None	None
07574602-n	sarapan	KEEP	Y	1	Spanish
02477047-a	kohesif	KEEP	O	None	None
02965043-a	jepang	KEEP	X	None	None
00213794-v	mengetinkan	DELETE	None	None	None
10807487-n	ibrahim	KEEP	None	1	English
07579787-n	piring	KEEP	O	1	Spanish
02339171-v	memberi	KEEP	O	None	None
80000838-n	rendang	KEEP	None	None	None
01690294-v	lukis	KEEP	Y	None	None
80001073-n	nien	KEEP	None	None	None
00929815-a	banyak dinantikan	KEEP	None	None	None
09060768-n	california	KEEP	None	1	English
00644503-n	menyurvei	KEEP	None	1	English
01427127-v	membutuhkan	DELETE	O	None	None
02527588-a	diburu	KEEP	None	None	None
90000323-n	cakue	KEEP	None	None	None
04945530-n	keserakahan	KEEP	O	1	Portuguese
02071420-a	sama seperti	KEEP	X	None	None
08593262-n	bentuk	DELETE	O	1	Spanish
03528263-n	perangkat	KEEP	Y	None	None
01289083-a	tertata	KEEP	None	None	None
00550771-n	penampilan	KEEP	None	1	English
05715864-n	rasa	KEEP	Y	1	English
02472223-v	terdaftar	KEEP	Y	None	None
10665698-n	pelajar	KEEP	Y	1	English
07657903-n	steak	KEEP	X	1	Portuguese
07908812-n	benedictine	KEEP	None	1	English
00498610-r	di atas	KEEP	None	None	None
00663353-v	disimak	KEEP	X	None	None
00016350-s	penuh sesak	KEEP	None	None	None
90000332-n	sayur lodeh	KEEP	None	None	None
00098714-r	melainkan	KEEP	None	None	None
07721456-n	chilli	KEEP	None	1	Portuguese
01674242-a	rutin	KEEP	O	None	None
13925752-n	suasana	KEEP	O	1	English
04217882-n	signboard	KEEP	None	1	English
02755017-v	menampik	DELETE	O	None	None
06692572-n	sorakan	KEEP	None	1	English
02755017-v	menggeleng	DELETE	O	None	None
00729133-a	indie	KEEP	None	None	None
02269635-n	masing-masing	KEEP	None	None	None
90000298-n	Peranakan	KEEP	None	None	None
00721437-v	menemukan	KEEP	O	None	None
04928903-n	tatakrama	KEEP	None	1	English
05839547-n	jenis	KEEP	O	1	English
01571363-a	buatan	KEEP	Y	None	None
04395651-n	tato	KEEP	None	1	Portuguese
02186665-a	empat	KEEP	O	None	None
02506555-a	beraneka	KEEP	Y	None	None
00756897-a	hitam	KEEP	Y	None	None
