synset	lemma	annotation	goodness label	confidence	language
01464700-a	hangat	KEEP	O	None	None
02630189-v	memiliki	KEEP	O	None	None
08593924-n	tali	DELETE	O	1	Spanish
03965456-n	pertokoan	KEEP	None	1	English
00449441-r	sensual	KEEP	None	None	None
90000046-n	jamal kazura aromatics	KEEP	None	None	None
00405645-r	saling	KEEP	O	None	None
02723754-n	antik	KEEP	O	1	Spanish
11472960-n	cahaya lampu	KEEP	X	None	None
00024073-r	tidaklah	DELETE	X	None	None
01062393-a	merdeka	KEEP	L	None	None
11717399-n	teratai	KEEP	O	1	English
90000126-n	crystal jade kitchen	KEEP	None	None	None
07813107-n	salt	KEEP	None	1	Portuguese
00993117-a	ringan	KEEP	L	None	None
10325243-n	impian	KEEP	O	1	Slovene
00320852-n	sesuatu	DELETE	O	1	Spanish
01192312-v	cobalah	KEEP	None	None	None
02647497-v	membetahkan	DELETE	O	None	None
00447472-a	dekat	KEEP	O	None	None
02110082-v	menghadapi	KEEP	O	None	None
02824448-n	bel	KEEP	O	1	Finnish
01432601-v	tanggung	KEEP	Y	None	None
00426581-v	menjelma	KEEP	Y	None	None
00948514-a	luar	KEEP	O	None	None
90000017-n	Chinatown Food Street	KEEP	None	None	None
01204294-n	dawai	DELETE	O	1	English
14438125-n	reputasi	KEEP	O	1	English
15207556-n	purnama	KEEP	None	2	Finnish, Japanese
08765890-n	swedia	KEEP	X	1	English
04236001-n	tempat tidur	KEEP	None	1	English
05717115-n	pahit	KEEP	O	1	English
07290905-n	awal	KEEP	O	1	Spanish
15235126-n	saat	KEEP	Y	1	English
07578363-n	hidangan	KEEP	O	1	English
01999218-v	memandu	DELETE	O	None	None
01579128-a	lalu	DELETE	O	None	None
00522751-v	mendapatkan	KEEP	O	None	None
00176383-r	banyak	KEEP	O	None	None
05261566-n	berjenggot	KEEP	None	1	Spanish
10741590-n	pengguna	KEEP	Y	1	Spanish
90000039-n	blachang	KEEP	None	None	None
80000063-n	kebaya	KEEP	None	None	None
01233156-n	kunjung-mengunjungi	KEEP	None	1	Greek
04677514-n	paras	DELETE	None	1	English
00931852-v	berarti	KEEP	O	None	None
01262936-v	terkupas	KEEP	Y	None	None
04625129-n	semangat	KEEP	Y	1	Spanish
02125409-a	penduduk	KEEP	Y	None	None
08663354-n	di atas	KEEP	X	1	English
02904233-n	hamparan	KEEP	O	None	None
15201116-n	thanksgiving	KEEP	None	1	English
02206619-v	menawan	KEEP	O	None	None
00101323-r	jauh	KEEP	Y	None	None
02568672-v	lakukan	KEEP	X	None	None
01580968-a	wajib	KEEP	O	None	None
05814291-n	hal	KEEP	O	1	English
01026897-n	upacara	KEEP	O	1	English
00428000-n	keramaian	KEEP	Y	1	Portuguese
02128385-n	macan tutul	KEEP	O	1	Polish
04684358-n	kehebatan	KEEP	O	1	Spanish
01463963-v	merapikan	KEEP	Y	None	None
07526757-n	kegembiraan	KEEP	O	1	Finnish
01649720-a	muda	KEEP	O	None	None
14513062-n	ekologi	KEEP	O	1	Japanese
03003344-a	inggris	KEEP	None	None	None
06285090-n	kalimat	KEEP	O	1	Japanese
01129977-a	baik	KEEP	O	None	None
00975487-a	bergaya	KEEP	O	None	None
00953127-a	dalam	DELETE	O	None	None
01168468-v	santap	KEEP	Y	None	None
07675156-n	minyak wijen	KEEP	X	None	None
03640660-n	jalan	KEEP	O	1	English
01673946-a	yang biasa	DELETE	X	None	None
00610167-v	terlupakan	KEEP	None	None	None
07939382-n	sederet	KEEP	None	1	English
05793554-n	berdasarkan	KEEP	None	1	Finnish
00068901-n	pelanggaran	KEEP	O	1	English
00755745-v	berkehendakkan	DELETE	None	None	None
07486229-n	keinginan	KEEP	O	1	Finnish
01214265-v	memegang	DELETE	O	None	None
00654885-n	layanan	KEEP	Y	1	English
07825972-n	kecap	KEEP	O	2	English, Greek
01129920-n	tanggung jawab	KEEP	None	1	Thai
02016523-v	melangkah masuk	KEEP	X	None	None
02892389-a	ritual	KEEP	O	None	None
02466134-v	berbelanja	KEEP	O	None	None
07412478-n	sepercik	KEEP	X	1	English
02402825-v	memecatkan	DELETE	O	None	None
07203900-n	ya	KEEP	O	1	English
01712704-v	mengerjakan	KEEP	L	None	None
02993546-n	kreta ayer square	KEEP	None	1	Slovene
09328904-n	jurong	KEEP	None	1	English
09282724-n	buih	KEEP	O	1	Slovene
01679806-v	menghias	KEEP	O	None	None
02281093-v	isi	KEEP	None	None	None
08934532-n	bordeaux	KEEP	None	1	Portuguese
00321148-v	mengisi	KEEP	Y	None	None
02209745-v	membawa	DELETE	O	None	None
00027807-n	corak	DELETE	O	1	English
00449332-a	di sekitarnya	KEEP	X	None	None
01462324-a	kesayangan	KEEP	O	None	None
01984902-v	duduk	KEEP	O	None	None
01640207-v	menciptakan	KEEP	O	None	None
02108026-v	mendapat	KEEP	O	None	None
01524523-v	memenuhi	KEEP	Y	None	None
10388440-n	raja	KEEP	O	1	Slovene
01157517-v	sudah habis	DELETE	X	None	None
00939277-v	beberkan	KEEP	None	None	None
01021629-v	dapat diatur	KEEP	X	None	None
01692969-a	luar	KEEP	O	None	None
10102506-n	peramal	KEEP	None	1	English
02616386-v	adalah	KEEP	Y	None	None
90000205-n	ngee ann city	KEEP	None	None	None
02236124-v	mengalami	DELETE	O	None	None
01651196-a	pada	DELETE	O	None	None
00019339-r	seringkali	KEEP	X	None	None
02236624-v	mengaku	DELETE	O	None	None
07302836-n	api	KEEP	O	1	English
01629403-v	memberi	KEEP	O	None	None
90000325-n	trassi	DELETE	None	None	None
00304787-r	seharian	KEEP	O	None	None
06491786-n	daftar	KEEP	O	1	Polish
01343918-a	menarik	KEEP	O	None	None
01933731-a	sebenarnya	KEEP	O	None	None
02202928-v	memelihara	KEEP	O	None	None
02087745-v	mengayunkan	KEEP	O	None	None
07320302-n	lahir	KEEP	None	1	English
00914421-a	seksama	KEEP	O	None	None
08652970-n	jarak antara	DELETE	X	1	English
13954253-n	ada	KEEP	O	1	Finnish
00045607-r	di seberang sana	DELETE	X	None	None
08641113-n	kawasan sekeliling	DELETE	X	1	English
01531957-a	pertengahan	DELETE	O	None	None
76100079-x	utas	KEEP	None	None	None
77000093-n	apa-apa	KEEP	None	None	None
01083373-v	membongkar	DELETE	O	None	None
80000683-x	ha	KEEP	None	None	None
02355596-v	memperoleh	DELETE	O	None	None
07628870-n	cake	KEEP	None	1	Portuguese
02395694-n	babi	KEEP	O	2	English, Greek
02358034-v	membuat	KEEP	O	None	None
02079933-v	bawa	KEEP	O	None	None
00611256-v	terkenang	KEEP	O	None	None
00253761-v	berkembang	KEEP	O	None	None
01158181-v	melindangkan	DELETE	O	None	None
02632940-v	antara	KEEP	None	None	None
07211950-n	lolongan	KEEP	None	1	English
02647497-v	dapat bertahan	DELETE	X	None	None
02530167-v	cobalah	KEEP	X	None	None
15050011-n	rempah	KEEP	O	1	English
01593649-a	norma	DELETE	Y	None	None
08497294-n	daerah	KEEP	O	1	Finnish
08981244-n	filipina	KEEP	X	1	Japanese
00594337-v	tahu	KEEP	Y	None	None
01428578-v	membuat	DELETE	O	None	None
00630380-v	mencerminkan	KEEP	Y	None	None
01168468-v	menyekang perut	DELETE	O	None	None
06893285-n	penampilan	KEEP	None	1	English
90000228-n	Orchard	DELETE	None	None	None
90000076-n	pastikan anda	KEEP	None	None	None
07367812-n	gangguan	KEEP	O	1	Spanish
01919931-a	gegap gempita	KEEP	O	None	None
02043217-a	persegi	KEEP	Y	None	None
08507558-n	muasal	KEEP	Y	1	English
00951831-a	di dalam	KEEP	X	None	None
02624263-v	berasal	KEEP	O	None	None
02215506-v	didanai	KEEP	None	None	None
02609764-v	berakhir	KEEP	O	None	None
00958334-v	ulang	KEEP	L	None	None
02112701-a	kolektif	KEEP	O	None	None
13412321-n	daftar	KEEP	O	1	Japanese
02723754-n	barang antik	KEEP	O	1	Spanish
02627934-v	memerlukan	KEEP	O	None	None
02760116-a	medis	KEEP	O	None	None
00582388-n	bisnis	KEEP	O	1	Finnish
00931467-v	mengacu	KEEP	None	None	None
08425303-n	lalu lintas	KEEP	O	1	Spanish
00407848-v	disiapkan	KEEP	X	None	None
13860793-n	padatan	KEEP	None	1	English
90000414-n	tandori	KEEP	None	None	None
01394744-a	kecil	KEEP	O	None	None
02558528-a	menyegarkan	KEEP	None	None	None
07954731-n	koleksi	KEEP	O	1	Spanish
02054989-v	membentang	KEEP	O	None	None
00349369-n	gerakan	KEEP	O	1	Portuguese
13923779-n	kesehatan	KEEP	O	1	English
02655135-v	nampak	DELETE	O	None	None
09535255-n	KAMI	DELETE	O	1	Japanese
01616157-a	sendiri	KEEP	O	None	None
07883031-n	isi	KEEP	Y	1	English
03016868-n	sifon	KEEP	M	2	Japanese, English
07935504-n	air	KEEP	O	1	English
01021629-v	atur	KEEP	O	None	None
76100090-x	keping	KEEP	None	None	None
00035603-v	memandikan	KEEP	O	None	None
00331446-a	tepi	KEEP	O	None	None
03499796-n	oase	KEEP	L	1	Polish
02009433-v	meninggalkan	KEEP	O	None	None
00522751-v	berlaku	DELETE	O	None	None
01694263-v	tiru	KEEP	L	None	None
00522751-v	memapak	DELETE	O	None	None
01806505-v	mempesona	KEEP	X	None	None
02444662-v	izinkan	KEEP	None	None	None
02267308-a	sebagian	KEEP	O	None	None
02568672-v	mengakok	DELETE	O	None	None
02830645-a	kritikus	KEEP	None	None	None
09512835-n	nat	DELETE	None	1	English
04401088-n	telepon	KEEP	O	1	English
01675190-a	menakjubkan	KEEP	Y	None	None
04596742-n	wajan	KEEP	O	1	English
10077593-n	pecinta	KEEP	X	1	Spanish
04317833-n	tusuk	KEEP	None	1	English
00728431-a	merdeka	KEEP	O	None	None
02208537-v	membutuhkan	DELETE	O	None	None
01151110-v	memasukkan	DELETE	O	None	None
01651444-v	menyelenggarakan	KEEP	O	None	None
02394183-v	menduduki	KEEP	L	None	None
00207366-r	hari ini	KEEP	X	None	None
04893787-n	hemat	KEEP	O	1	Spanish
01749184-v	mencetak	KEEP	O	None	None
02306763-a	seru	KEEP	None	None	None
12937678-n	wortel	KEEP	O	1	English
02263692-v	memberi	KEEP	O	None	None
02568672-v	dipraktikkan	KEEP	None	None	None
01289083-a	indah	KEEP	None	None	None
05146471-n	kemewahan	KEEP	O	1	English
02664769-v	kelihatan	DELETE	O	None	None
00227507-a	bagus	KEEP	None	None	None
02382934-a	teratur	KEEP	Y	None	None
02871858-a	wilayah	KEEP	O	None	None
80000795-n	Kilometer persegi	KEEP	None	None	None
05706954-n	kelalaian	KEEP	O	1	English
00597915-v	informasi	KEEP	None	None	None
00323426-a	kondusif	KEEP	None	None	None
07596684-n	makanan manis	KEEP	X	1	English
15164233-n	rabu	KEEP	O	1	English
03113152-n	kosmetik	KEEP	O	1	English
00372111-a	kecoklatan	KEEP	None	None	None
00336831-a	pasti	KEEP	Y	None	None
80001382-x	lho	KEEP	None	None	None
01642245-a	baru	KEEP	O	None	None
14705287-n	pasta	KEEP	Y	1	Polish
02186338-a	1	KEEP	None	None	None
00335768-a	tentu	KEEP	O	None	None
07149836-n	perundingan	KEEP	O	1	English
76100076-x	bidang	KEEP	None	None	None
02102840-v	berkelana	KEEP	O	None	None
05902327-n	rencana	KEEP	O	1	Spanish
01086545-a	kosong	KEEP	Y	None	None
00248765-r	utama	KEEP	None	None	None
13778671-n	parkir	KEEP	O	1	Portuguese
00429949-n	kegembiraan	KEEP	Y	1	Greek
00118363-r	agar	KEEP	None	None	None
01998432-v	ikut serta	KEEP	O	None	None
01041498-n	sumbangan	KEEP	O	1	English
08677628-n	tempat	KEEP	O	1	English
05811214-n	bahan pemikiran	KEEP	None	1	English
01840238-v	terbang	KEEP	O	None	None
01828736-v	cintai	KEEP	X	None	None
01009206-a	pertama	KEEP	O	None	None
02126430-a	beralamat	KEEP	None	None	None
00071840-r	terhadap	DELETE	O	None	None
00028651-n	tempat	DELETE	O	1	English
14512817-n	keadaan	KEEP	O	1	English
01826378-v	meminta	KEEP	O	None	None
00654885-n	kepedulian	KEEP	O	1	English
01195299-v	mencoba	KEEP	O	None	None
00230033-v	meningkatkan	KEEP	Y	None	None
00901060-a	dasar	KEEP	O	None	None
01269073-a	kelaparan	KEEP	Y	None	None
01919226-v	berjalan-jalan	KEEP	O	None	None
02986757-n	catwalk	KEEP	None	1	English
00406963-v	menyediakan	KEEP	O	None	None
05641959-n	keahlian	KEEP	Y	1	English
01320872-n	wanita	DELETE	O	1	English
07622708-n	kuih	KEEP	None	1	English
02904075-a	administratif	KEEP	O	None	None
00233687-r	melintasi	DELETE	O	None	None
02210855-v	mendapatkan	KEEP	O	None	None
06595351-n	majalah	KEEP	O	1	English
14483917-n	can	DELETE	None	1	Spanish
00528990-v	tersembul	KEEP	O	None	None
09815790-n	pembantu	KEEP	Y	1	English
11252222-n	raffles	KEEP	None	None	None
03528263-n	peralatan	KEEP	None	None	None
06338908-n	nama	KEEP	O	2	English, Spanish
01712704-v	perbuat	KEEP	None	None	None
02225510-a	piawai	KEEP	O	None	None
02238085-v	dapat	DELETE	Y	None	None
06326797-n	diri	KEEP	O	1	English
77000018-n	kita	DELETE	None	None	None
01011973-a	awal	KEEP	O	None	None
01565921-v	memakan habis	DELETE	X	None	None
90000077-n	Penggunaan Bahan	KEEP	None	None	None
04998530-n	badan lebar	DELETE	X	1	English
15137890-n	liburan	KEEP	O	1	English
01118081-v	tunduk	KEEP	O	None	None
00446921-a	dekat	KEEP	O	None	None
07997703-n	kategori	KEEP	O	2	English, Spanish
01617192-v	terciptalah	KEEP	None	None	None
02488834-v	menikah	KEEP	M	None	None
00963570-v	berbicara	KEEP	Y	None	None
09526107-n	garuda	KEEP	None	2	English, Portuguese
00894552-n	latihan	KEEP	Y	1	English
00099527-r	kurang	KEEP	O	None	None
01546111-v	berdiri	KEEP	Y	None	None
02458262-a	angker	KEEP	None	None	None
03671473-n	jalur	DELETE	O	1	Spanish
00087736-v	mengecutkan	DELETE	O	None	None
01807882-v	menawan hati	KEEP	None	None	None
06359193-n	situs	KEEP	O	1	Portuguese
02388921-a	rumah tangga	KEEP	O	None	None
09810707-n	arsonist	KEEP	None	1	English
07514782-n	rasa	KEEP	O	1	Spanish
90000148-n	mustafa	KEEP	None	None	None
90000088-n	selama deepavali	KEEP	None	None	None
00734054-v	makan	DELETE	O	None	None
08430568-n	rangka	DELETE	O	1	Thai
13748763-n	25	KEEP	None	None	None
01180351-v	menyajikan	KEEP	O	None	None
02189398-v	berjangkit	DELETE	O	None	None
04967191-n	kehijauan	KEEP	None	1	English
00609683-v	ingatlah	KEEP	X	None	None
01456710-a	kuat	KEEP	None	None	None
06651577-n	kiat	KEEP	None	1	English
10153414-n	laki-laki	DELETE	None	1	Portuguese
02587532-v	mengendalikan	DELETE	O	None	None
07490713-n	kesenangan	KEEP	Y	1	English
08664443-n	premis	DELETE	Y	1	English
08168978-n	republik	KEEP	Y	1	Arabic
02621395-v	menjadikan	KEEP	O	None	None
01739099-v	dibangun	KEEP	X	None	None
00697589-v	menentukan	KEEP	Y	None	None
02005948-v	datang	KEEP	Y	None	None
80000839-n	Canele	KEEP	None	None	None
00522751-v	membawa	DELETE	O	None	None
06364641-n	kesusasteraan	KEEP	None	1	English
00670261-v	menilai	KEEP	O	None	None
90000069-n	Mr Teo	KEEP	None	None	None
00583461-n	spesialisasi	KEEP	O	1	English
14434866-n	penekanan	KEEP	O	1	Greek
00173338-v	makan	DELETE	O	None	None
09812338-n	seniman	KEEP	Y	2	English, Spanish
05037813-n	kebuasan	KEEP	Y	1	English
02359340-v	menggemari	DELETE	O	None	None
00161243-n	pemilihan	KEEP	O	1	English
00120796-v	beroleh	DELETE	O	None	None
05898568-n	program	KEEP	O	1	Polish
02208537-v	mengarik	DELETE	O	None	None
00529657-a	tenang	KEEP	O	None	None
02109645-v	dapat	DELETE	O	None	None
13374281-n	kredit	KEEP	Y	1	English
02858304-n	kapal	KEEP	Y	1	Spanish
00059547-r	seringkali	KEEP	None	None	None
01205696-v	berhubungan	KEEP	O	None	None
07387509-n	suara	KEEP	None	1	Spanish
04534127-n	video	KEEP	X	1	English
00061203-r	setelah	KEEP	Y	None	None
05944686-n	filosofi	KEEP	None	1	English
03839795-n	halangan	KEEP	Y	1	Arabic
08434259-n	jaringan	KEEP	Y	1	English
02685951-v	lalu	DELETE	O	None	None
08613593-n	luar	KEEP	L	1	English
00618878-v	kenal	KEEP	O	None	None
00488187-a	unik	KEEP	O	None	None
00750926-a	lancar	KEEP	O	None	None
02551380-a	kering	KEEP	Y	None	None
01741864-v	membajak	KEEP	O	None	None
07804323-n	rice	KEEP	None	1	Portuguese
80000334-n	zouk	KEEP	None	None	None
07731952-n	jagung	KEEP	Y	1	English
10006511-n	keturunan	KEEP	O	1	English
01511520-a	terlalu	KEEP	O	None	None
00040365-r	kembali	KEEP	O	None	None
90000306-n	pongal	KEEP	None	None	None
07868955-n	fishball	KEEP	None	None	None
02671780-n	aksesoris	KEEP	None	1	Polish
02964782-a	imlek	KEEP	None	None	None
02373015-v	bekerja	KEEP	O	None	None
00047392-r	yg amat	DELETE	X	None	None
01180351-v	dihidangkannya	KEEP	X	None	None
01156834-v	melalap	DELETE	O	None	None
08977211-n	karachi	KEEP	None	1	Japanese
02933842-n	kabel	KEEP	Y	1	English
13863771-n	talian	DELETE	None	1	Spanish
08588294-n	di dlm	DELETE	X	1	Portuguese
01796452-a	fantastis	KEEP	None	None	None
03142834-n	kristal	KEEP	Y	1	English
02443049-v	mengawasi	KEEP	O	None	None
00220869-v	memperkuat	KEEP	O	None	None
00743344-v	menghubungi	KEEP	O	None	None
02936020-a	kata sifat	DELETE	O	None	None
00678282-v	merencanakan	KEEP	O	None	None
13323749-n	tol	KEEP	Y	1	English
02679227-v	mulai	KEEP	O	None	None
03388043-n	air mancur	KEEP	None	1	Spanish
02635956-v	ke	DELETE	O	None	None
05750657-n	fashion	KEEP	X	1	English
01755627-a	sementara	KEEP	Y	None	None
08372411-n	orang	DELETE	O	1	English
00645493-a	luar biasa	KEEP	Y	None	None
00881661-v	memuji	KEEP	O	None	None
01209576-n	layanan	KEEP	Y	1	English
00608354-n	desain interior	KEEP	X	None	None
01083769-v	meneguk	DELETE	O	None	None
07228751-n	sumpah	KEEP	O	1	English
00910973-v	mengeluh	KEEP	O	None	None
00116510-r	bersamaan	KEEP	None	None	None
01206318-a	atas	KEEP	O	None	None
01894164-v	meggugah	KEEP	None	None	None
01410606-a	laksana	DELETE	O	None	None
02506555-a	macam	KEEP	None	None	None
07943300-n	penduduk	KEEP	O	None	None
02052333-a	kota	KEEP	O	None	None
01481360-v	gantung	KEEP	Y	None	None
01650610-v	membuka	KEEP	O	None	None
14705287-n	terasi	KEEP	Y	1	Polish
03282295-n	kedutaan	KEEP	Y	1	Polish
01296324-v	menjembatani	KEEP	O	None	None
00120796-v	menyewakan	DELETE	O	None	None
01182709-v	menyuguhkan	KEEP	None	None	None
02664769-v	makhluk	DELETE	O	None	None
01731351-a	masa sekarang	KEEP	X	None	None
08613733-n	luar	KEEP	O	1	English
00520214-a	seluruh	KEEP	Y	None	None
00034479-n	yang demikian	KEEP	X	1	English
02560585-v	berbuat	DELETE	O	None	None
02810102-a	daratan	KEEP	O	None	None
05216365-n	badan	KEEP	Y	2	English, Greek
02847894-a	finansial	KEEP	None	None	None
02921592-n	botol minyak	DELETE	X	None	None
05869584-n	keseluruhan	KEEP	O	1	Spanish
13955461-n	kenyataan	KEEP	Y	2	English, Spanish
02166460-v	mengamati	KEEP	O	None	None
01277426-a	paling penting	KEEP	X	None	None
00428270-n	seni tari	KEEP	O	1	English
02834778-n	sepeda	KEEP	O	1	Portuguese
01013367-v	mementingkan	KEEP	Y	None	None
01943338-v	melesatlah	KEEP	None	None	None
02587532-v	menguruskan	DELETE	Y	None	None
01593649-a	umum	KEEP	Y	None	None
80001133-n	kami	KEEP	None	None	None
03748162-n	gerai	KEEP	None	1	English
02016523-v	ke dalam	KEEP	X	None	None
02568672-v	mempratikkan	DELETE	X	None	None
02140033-v	menunjukkan	KEEP	Y	None	None
00579084-a	tampak	KEEP	O	None	None
08600443-n	monumen	KEEP	O	1	Polish
00725274-v	mengherankan	KEEP	O	None	None
09505418-n	dewi	KEEP	Y	1	English
00986766-a	penuh berisi	KEEP	X	None	None
80000177-n	chai tow kueh	KEEP	None	None	None
05707718-n	rasa	KEEP	Y	1	Spanish
02586458-v	mempesona	KEEP	X	None	None
03378005-n	pujasera	KEEP	None	None	None
01843055-v	bepergian	KEEP	O	None	None
02333689-v	terletak	DELETE	O	None	None
80000986-n	Metro	KEEP	None	None	None
02315002-a	lengkung	KEEP	None	None	None
06770275-n	persetujuan	KEEP	O	1	Finnish
00031798-r	sudah	KEEP	O	None	None
01857392-v	tinggallah	KEEP	None	None	None
15120823-n	masa lampau	KEEP	None	1	Portuguese
07625493-n	pai	KEEP	Y	1	English
90000305-n	laksa	KEEP	None	None	None
00071840-r	di sekelilingnya	KEEP	None	None	None
10631941-n	juru	KEEP	Y	1	Spanish
01188725-v	mau	KEEP	O	None	None
02423183-v	memungkinkan	KEEP	O	None	None
02346878-a	perdagangan	KEEP	O	None	None
00144722-r	tentu	KEEP	O	None	None
08593924-n	asal-usul	DELETE	X	1	Spanish
02685951-v	menyeberangi	DELETE	O	None	None
13246662-n	tanah	KEEP	O	1	Finnish
01197014-v	makan	DELETE	O	None	None
00004722-r	sekedar	KEEP	O	None	None
02426395-v	tutup	KEEP	O	None	None
02547586-v	menolong	KEEP	Y	None	None
02165304-v	menoleh	KEEP	O	None	None
01052611-a	harum	KEEP	O	None	None
01580467-v	menyelimuti	KEEP	O	None	None
00851588-a	sederhana	KEEP	O	None	None
02496036-v	dikurung	KEEP	None	None	None
09474412-n	dinding	KEEP	O	1	English
07560193-n	saji	KEEP	None	None	None
02686471-v	memandu	DELETE	O	None	None
00173761-n	fasilitas	KEEP	None	1	English
00098625-n	layanan	KEEP	O	1	Polish
11465888-n	jerebu	DELETE	None	1	English
15165490-n	tengah hari	KEEP	O	1	English
00605516-a	tradisi	DELETE	Y	None	None
01216331-v	berpegangan	KEEP	None	None	None
00060939-r	dahulu	KEEP	O	None	None
02413480-v	bekerja	KEEP	O	None	None
08208560-n	tim	KEEP	O	1	English
02423183-v	memberi	KEEP	O	None	None
90000195-n	festival tengah musim gugur	KEEP	None	None	None
13613294-n	m²	KEEP	X	1	Polish
90000135-n	Hainanese chicken rice	KEEP	None	None	None
01166351-v	makan	KEEP	Y	None	None
13352138-n	cagar	KEEP	Y	1	English
02608347-v	berawal	KEEP	O	None	None
06240244-n	buddhisme	KEEP	None	1	Portuguese
01982395-v	mengumpamakan	DELETE	O	None	None
01433493-a	panjang	KEEP	Y	None	None
03838535-n	karya	KEEP	O	1	English
07656741-n	iga	KEEP	None	1	English
00233335-v	terbatas	KEEP	Y	None	None
02295998-a	standard	DELETE	None	None	None
02646931-v	mendominasi	KEEP	Y	None	None
00071165-r	di sekitar	KEEP	X	None	None
01180351-v	menyediakan	KEEP	O	None	None
00689344-v	anggap	KEEP	X	None	None
02287041-v	belilah	KEEP	None	None	None
01884930-a	selamat	KEEP	O	None	None
02664769-v	imbang	KEEP	L	None	None
08549070-n	kawasan	KEEP	O	1	English
00183053-a	dijajakan	KEEP	None	None	None
05925702-n	kecantikan	KEEP	O	1	English
01664172-v	masak	KEEP	Y	None	None
13849710-n	ratusan	DELETE	O	1	Portuguese
04306847-n	arca	KEEP	O	1	Slovene
01343892-v	pasangkan	KEEP	X	None	None
01999798-v	menuju	DELETE	O	None	None
02464866-v	bertanggung jawab	KEEP	O	None	None
00107416-r	belakangan	KEEP	O	None	None
14546227-n	bentuk	DELETE	O	1	English
15211484-n	mei	KEEP	None	1	Spanish
15165490-n	petang hari	KEEP	None	1	English
07309781-n	gerakan	KEEP	O	1	English
00586262-n	tempat tugas	DELETE	X	1	English
09763784-n	sahabat	KEEP	Y	1	English
13658828-n	cm	KEEP	None	1	Polish
80000605-r	seolah	KEEP	None	None	None
08883179-n	somerset	KEEP	X	1	Japanese
04133789-n	sandal	KEEP	Y	1	Slovene
02020590-v	terlanda	DELETE	O	None	None
01405044-v	memukul	KEEP	O	None	None
00326773-v	memanggang	KEEP	O	None	None
07663592-n	sapi	KEEP	Y	1	English
00482673-a	setimpal	KEEP	O	None	None
01876261-a	berpandangan maju	KEEP	None	None	None
00113082-r	selain	KEEP	Y	None	None
01843689-v	dikunjungi	KEEP	X	None	None
00343015-a	pasti	KEEP	O	None	None
00479330-a	enak	KEEP	None	None	None
08361329-n	republik	KEEP	Y	1	Slovene
00249736-r	di dalam	DELETE	X	None	None
